cohesion_jaccard,cohesion_entropy,cohesion_centroid_cosine,separation_js,separation_topk,domain,timeline_type,num_segments,score_equal_weights,score_jaccard_focused,score_entropy_focused,score_separation_focused,score_cohesion_focused
0.3218039819466287,0.07712277423638844,0.3218039819466287,0.16366390161182504,0.37200680843190037,computer_vision,random_4,6,0.45899513823779264,0.3497908849527376,0.5391382374133904,0.3952147188435514,0.47023673254119513
0.0,1.0,0.0,0.0,1.0,computer_vision,random_5,6,0.0,0.0,0.0,0.0,0.0
0.32459836303822714,0.07804851731875448,0.32459836303822714,0.1357591017209884,0.28175820817073555,computer_vision,random_6,7,0.47535825818051314,0.3494230544878654,0.5550053407995823,0.409267814114349,0.4807631432843308
0.3258589115476225,0.07378802338772296,0.3258589115476225,0.21105013239149262,0.4126984126984127,computer_vision,random_7,4,0.4625762298745236,0.364067292133797,0.5426233052164776,0.40487494936897706,0.4739281397008751
0.3236578025272016,0.07390953285555232,0.3236578025272016,0.17912538916478427,0.3745514233104145,computer_vision,random_8,3,0.4633778368300676,0.3557696319997709,0.543702192112367,0.4016745454960059,0.4737574162168182
0.3255047896039467,0.07071428784985916,0.3255047896039467,0.2665757936552753,0.504055140173861,computer_vision,random_9,6,0.4540127119300259,0.37462299954730466,0.5345168349361851,0.402818113996876,0.46902544447967565
0.32995626073180606,0.0706759025201543,0.32995626073180606,0.4579794523413178,0.6111111111111112,computer_vision,random_10,5,0.4765898551314613,0.42958139760673997,0.5565055666978667,0.45417024239910764,0.4838668794138835
0.0,1.0,0.0,0.0,1.0,computer_vision,random_11,4,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,computer_vision,random_12,2,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,computer_vision,random_13,2,0.0,0.0,0.0,0.0,0.0
0.3261550347239974,0.07055467674122809,0.3261550347239974,0.2546139863029442,0.47673919812852245,computer_vision,random_14,4,0.45809459582806655,0.37332648656918843,0.5385333009660365,0.40559353515657914,0.471680703125264
0.3359031094973867,0.07138721571685622,0.3359031094973867,0.20360517591239202,0.38625603328145725,computer_vision,random_15,7,0.4710737862040532,0.369138910058599,0.5501017428421542,0.4114772881443307,0.4822035797478199
0.3231872489962204,0.07483773237653275,0.3231872489962204,0.18452825481855592,0.36761411504028374,computer_vision,random_16,6,0.466151329213886,0.3577300134128997,0.5464146650308523,0.4057038411878323,0.4751829491758168
0.33995416286915103,0.0718744509955539,0.33995416286915103,0.16326484455311974,0.3254297795724643,computer_vision,random_17,7,0.47746441203562184,0.3631182903648683,0.5558872635203278,0.4123725700449421,0.4871591648439159
0.3314754233369197,0.0759449195232634,0.3314754233369197,0.19423173543948172,0.33333333333333337,computer_vision,random_18,4,0.4797255883849664,0.36770491181870285,0.558736209336942,0.42101879169490836,0.4856092846511275
0.32416111333712594,0.07749868225621394,0.32416111333712594,0.18544177998343592,0.3371144648521679,computer_vision,random_19,6,0.47388575285248996,0.360719498805401,0.553664446773378,0.41459244983217325,0.479813319531077
0.14401595997523017,0.17592403518011573,0.14401595997523017,0.14990352412545566,0.3356053499941335,applied_mathematics,manual,6,0.38892585766122134,0.2487356761417721,0.47960052497384187,0.35340017056292194,0.3657684991197368
0.14238378410668587,0.17819916611113787,0.14238378410668587,0.18649987664931994,0.4148734142761951,applied_mathematics,gemini,5,0.37733468261032016,0.2530678923300942,0.46792362258127707,0.34602806190778135,0.3580901986849058
0.1394375551787793,0.18233940484399996,0.1394375551787793,0.37790357851245315,0.5507246376811594,applied_mathematics,random_0,5,0.38955068612674987,0.3015737808147097,0.4799804247903793,0.3873879445760893,0.3641099681450559
0.14048431607259376,0.18066378912277603,0.14048431607259376,0.18511869686003718,0.39386269100615556,applied_mathematics,random_1,4,0.3811981419672056,0.25311622789069244,0.47171172794115634,0.3507102645536869,0.3595863200378702
0.14058908000984421,0.1812393414081319,0.14058908000984421,0.19960868801524062,0.3762737487929016,applied_mathematics,random_2,4,0.3891568712408442,0.25916177033973353,0.479579748385114,0.361691165379724,0.36432862839246677
0.14328178759175833,0.1771799175788537,0.14328178759175833,0.2807322920950589,0.47324842272735385,applied_mathematics,random_3,6,0.38676824360937007,0.27910197874193043,0.4773733495866218,0.3695409871284381,0.364122873633558
0.14105025711526986,0.18050154116438272,0.14105025711526986,0.19882067147421217,0.4375,applied_mathematics,random_4,4,0.37392999671291255,0.2543131072957411,0.46438975694229223,0.3443800973085813,0.35540740306309365
0.14312493654376313,0.17554150297848192,0.14312493654376313,0.2699324549929706,0.49695532140413906,applied_mathematics,random_5,4,0.3783623450820486,0.2738169422546753,0.46920681981241585,0.3584816425100156,0.35921407331928745
0.14285081951117126,0.17742562022103597,0.14285081951117126,0.3018291652951544,0.49420155140360444,applied_mathematics,random_6,6,0.3866195732731052,0.2839348209129652,0.4772493813088109,0.3724221813084083,0.3638816633977888
0.14122099616169745,0.17942379040476195,0.14122099616169745,0.3200244887572269,0.5294117647058824,applied_mathematics,random_7,2,0.3814895479992749,0.28592946213187914,0.472070243123747,0.3696832592179161,0.36011120074193337
0.14091601775407833,0.17915461701575014,0.14091601775407833,0.25060307486695077,0.5507246376811594,applied_mathematics,random_8,3,0.3587491790451822,0.2618782664660939,0.44940642774253853,0.3345188410903336,0.34640814470405956
0.0,1.0,0.0,0.0,1.0,applied_mathematics,random_9,5,0.0,0.0,0.0,0.0,0.0
0.1408752498752331,0.18038674278105063,0.1408752498752331,0.17867981856255796,0.43104195198998363,applied_mathematics,random_10,7,0.3704700928047129,0.24830575636689417,0.46096849378387506,0.3377027728625833,0.3532933364407297
0.0,1.0,0.0,0.0,1.0,applied_mathematics,random_11,2,0.0,0.0,0.0,0.0,0.0
0.141654207005877,0.17859938787835627,0.141654207005877,0.28671724233727425,0.48484848484848486,applied_mathematics,random_12,4,0.3845853603944303,0.27913133942399415,0.4752182144098658,0.36833710458626145,0.36218500360174327
0.13928071303023254,0.18275425956658425,0.13928071303023254,0.39552722642255933,0.5294117647058824,applied_mathematics,random_13,6,0.39916339317814936,0.30880105156317444,0.48955873016524043,0.4006872073551841,0.36978647413333277
0.1409177783118151,0.17914816387945487,0.1409177783118151,0.25057736035115596,0.5507246376811594,applied_mathematics,random_14,4,0.35874441279152836,0.2618715164877519,0.4494022871660256,0.33450899149309105,0.3464065053586033
0.1396234538204095,0.18212740233440114,0.1396234538204095,0.37182202603636194,0.48484848484848486,applied_mathematics,random_15,5,0.4045966361813722,0.30501166478206976,0.49502985536073085,0.4033371342698861,0.37321476905995793
0.13995926170128126,0.1817320472703397,0.13995926170128126,0.3762074010955895,0.5714285714285714,applied_mathematics,random_16,6,0.38422578677212504,0.29969542184962583,0.4746669455759088,0.38104266916308605,0.36113313275690917
0.1406957308751026,0.18028921633871844,0.1406957308751026,0.3357632008157949,0.5074626865671642,applied_mathematics,random_17,2,0.39059216946407216,0.29237600261149893,0.48112750983556274,0.3822510661171148,0.365325249834964
0.144906880767723,0.17421267379193744,0.144906880767723,0.21911619343617222,0.3731803867257587,applied_mathematics,random_18,6,0.3974174663015214,0.2684861195117788,0.48820152569356673,0.37228959727992733,0.3713100810864394
0.1435550710620561,0.17672445213939053,0.1435550710620561,0.21000747085047058,0.3775457752793667,applied_mathematics,random_19,5,0.39317970555689624,0.26430661419890467,0.48380910246336994,0.36673168490946156,0.36809910420680103
0.17116563465143017,0.16830602350915938,0.17116563465143017,0.18586781822808135,0.30508474576271183,art,manual,5,0.41586664241529253,0.27721785372837415,0.5039370879938806,0.3834379960032108,0.39064435691208277
0.17360045300807003,0.1660892162980092,0.17360045300807003,0.10004815171516804,0.24539504087298905,art,gemini,4,0.41051522599689994,0.2559720068463095,0.498556603422756,0.3648176779408075,0.3883834531776992
0.17274831643083058,0.16766446763870674,0.17274831643083058,0.18501592431516645,0.2921302738285859,art,random_0,7,0.4195267734921375,0.2788465131668064,0.5074717356161993,0.38709755590335665,0.3933699844199656
0.1717868707212709,0.16654111759955906,0.1717868707212709,0.24086446567356393,0.3870967741935484,art,random_1,4,0.4096140268438343,0.2887314905639444,0.4978369617343904,0.3838625210762099,0.3872670856795177
0.1728150333070069,0.1677536375791396,0.1728150333070069,0.2095531114778196,0.2918882338750128,art,random_2,7,0.42572895757318074,0.28674377656735217,0.5136531347883612,0.3974769309480295,0.397100834069235
0.1706564794102167,0.16645333371861298,0.1706564794102167,0.3675195987274189,0.48484848484848486,art,random_3,5,0.4164777159867036,0.3208723972694306,0.504863074236193,0.40945771634941047,0.3910671419119376
0.17071681969471386,0.1665187422408618,0.17071681969471386,0.36907686222259906,0.48484848484848486,art,random_4,3,0.41687624386828953,0.3213956083659794,0.5052448356102128,0.4101185517101282,0.3913165623859459
0.17065496981139655,0.16783542188424694,0.17065496981139655,0.2997372585918639,0.46153846153846156,art,random_5,6,0.4051287855531083,0.3009216924605495,0.4933300666603558,0.38739123506862466,0.38410531616990273
0.17132533012883489,0.17037108268079323,0.17132533012883489,0.13879220236461948,0.2863748212968025,art,random_6,7,0.40848427486310035,0.2635460399773685,0.49625808648848324,0.36875269691581947,0.3860340915603351
0.0,1.0,0.0,0.0,1.0,art,random_7,2,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,art,random_8,2,0.0,0.0,0.0,0.0,0.0
0.17021000038714262,0.16740486270167845,0.17021000038714262,0.3515611424578406,0.48484848484848486,art,random_9,6,0.4121806874144401,0.3154523493529219,0.5004987056692639,0.4025757665128662,0.38825477766375077
0.17450869998911422,0.16467930026729977,0.17450869998911422,0.2446875958081841,0.41398036511553793,art,random_10,7,0.4050664909583163,0.2893599014197672,0.4931747575907945,0.37867997798074365,0.38553269454242994
0.0,1.0,0.0,0.0,1.0,art,random_11,5,0.0,0.0,0.0,0.0,0.0
0.1750496897423013,0.16527448808206816,0.1750496897423013,0.15718844689085618,0.29975584768514907,art,random_12,7,0.4118289650351825,0.2707204730314496,0.49978574132526665,0.373973241260815,0.38968159535734936
0.0,1.0,0.0,0.0,1.0,art,random_13,5,0.0,0.0,0.0,0.0,0.0
0.17213385344546803,0.16770335005469567,0.17213385344546803,0.11641350554713772,0.2684002276877965,art,random_14,4,0.408097378937542,0.25847526731232645,0.49611908513752023,0.3647964162958405,0.38632987635569443
0.17129088075511686,0.1674960247121415,0.17129088075511686,0.17960616082597192,0.45160274105400383,art,random_15,4,0.37784847774267405,0.26362945914100755,0.4660102236803729,0.33988226278626893,0.3679588793462527
0.0,1.0,0.0,0.0,1.0,art,random_16,3,0.0,0.0,0.0,0.0,0.0
0.17254705325126782,0.16665005930692367,0.17254705325126782,0.2751655407232415,0.4027696836925621,art,random_17,6,0.4145063054569385,0.29883189015655576,0.5026133571158463,0.3940303915149872,0.3904109221932691
0.17369944057919948,0.16683533526996386,0.17369944057919948,0.21121067853864428,0.357116669637455,art,random_18,5,0.41028409320670317,0.28258961808246474,0.4982127897601481,0.38017751983507836,0.3881914068122937
0.1732307751594543,0.16627070323149312,0.1732307751594543,0.15805644939158997,0.2947201331883801,art,random_19,7,0.41253255356537166,0.27038378519072565,0.5005990231132453,0.3752761709443724,0.3894666795800005
