Domain,Condition,Method,Segment_Count,Average_Length,Over_Segmentation_Rate,Under_Segmentation_Rate,Temporal_Error,Statistical_Significance,Execution_Time,Domain_Variance,Domain_Volatility,Domain_CV
computer_science,Adaptive_Standard,Adaptive,11,6.363636363636363,0.0,0.0,0.0,0.5,0.07558989524841309,0.04871524182046864,0.11515058939973236,1.173140383797825
computer_science,Adaptive_Conservative,Adaptive,10,7.0,0.0,0.0,0.0,0.5,0.05534720420837402,0.04871524182046864,0.11515058939973236,1.173140383797825
computer_science,Adaptive_Sensitive,Adaptive,11,6.363636363636363,0.0,0.0,0.0,0.5,0.05507516860961914,0.04871524182046864,0.11515058939973236,1.173140383797825
art,Fixed_Low,Fixed,13,14.615384615384615,0.0,0.0,0.0,0.5,0.03480100631713867,0.03288044570522938,0.04947155681287146,1.9070986314714318
art,Fixed_Medium,Fixed,13,14.615384615384615,0.0,0.0,0.0,0.5,0.03038311004638672,0.03288044570522938,0.04947155681287146,1.9070986314714318
art,Fixed_High,Fixed,13,14.615384615384615,0.0,0.0,0.0,0.5,0.05381369590759277,0.03288044570522938,0.04947155681287146,1.9070986314714318
art,Adaptive_Standard,Adaptive,13,14.615384615384615,0.0,0.0,0.0,0.5,0.03142285346984863,0.03288044570522938,0.04947155681287146,1.9070986314714318
art,Adaptive_Conservative,Adaptive,13,14.615384615384615,0.0,0.0,0.0,0.5,0.031350135803222656,0.03288044570522938,0.04947155681287146,1.9070986314714318
art,Adaptive_Sensitive,Adaptive,13,14.615384615384615,0.0,0.0,0.0,0.5,0.030557870864868164,0.03288044570522938,0.04947155681287146,1.9070986314714318
applied_mathematics,Fixed_Low,Fixed,11,11.818181818181818,0.0,0.0,0.0,0.5,0.02944803237915039,0.01998417676236804,0.07208431957069365,1.431540068101896
applied_mathematics,Fixed_Medium,Fixed,11,11.818181818181818,0.0,0.0,0.0,0.5,0.028580188751220703,0.01998417676236804,0.07208431957069365,1.431540068101896
applied_mathematics,Fixed_High,Fixed,11,11.818181818181818,0.0,0.0,0.0,0.5,0.02847886085510254,0.01998417676236804,0.07208431957069365,1.431540068101896
applied_mathematics,Adaptive_Standard,Adaptive,11,11.818181818181818,0.0,0.0,0.0,0.5,0.028088808059692383,0.01998417676236804,0.07208431957069365,1.431540068101896
applied_mathematics,Adaptive_Conservative,Adaptive,11,11.818181818181818,0.0,0.0,0.0,0.5,0.0277252197265625,0.01998417676236804,0.07208431957069365,1.431540068101896
applied_mathematics,Adaptive_Sensitive,Adaptive,11,11.818181818181818,0.0,0.0,0.0,0.5,0.027669906616210938,0.01998417676236804,0.07208431957069365,1.431540068101896
